Topic,Word,POS,IPA,Pinyin,Meaning,Example,Translation,ImageURL
Chỉ đường,Avenue,n,/ˈævəˌnjuː/,dà jiē,Đại lộ,We walked down the main avenue.,Chúng tôi đi bộ dọc theo đại lộ chính.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547694/Avenue_dqtix9.png
Chỉ đường,Between,pre,/bɪˈtwiːn/,zài ... zhī jiān,Ở giữa,The school is between the park and the library.,Trường học nằm giữa công viên và thư viện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547700/Between_ictlqf.png
Chỉ đường,Beside,pre,bɪˈsaɪd/,zài ... páng biān,Bên cạnh,The bakery is beside the supermarket.,Tiệm bánh nằm bên cạnh siêu thị.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547698/Beside_qzsno8.png
Chỉ đường,Behind,pre,/bɪˈhaɪnd/,zài ... hòu miàn,Ở phía sau,The parking lot is behind the building.,Bãi đậu xe nằm phía sau tòa nhà.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547696/Behind_p5uchb.png
Chỉ đường,Curve,v,/kɜːrv/,wān dào,Uốn cong,Be careful when driving around the curve.,Hãy cẩn thận khi lái xe qua khúc cua.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547702/Curve_wjykos.png
Chỉ đường,In front of,pre,/ɪn frʌnt əv/,zài ... qián miàn,"(vị trí) ở phía trước, ở đằng trước",There’s a bus stop in front of the hospital.,Có một trạm xe buýt trước bệnh viện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547704/In-front-of_hnszyd.png
Chỉ đường,Opposite,pre,/ˈɒpəzɪt/,zài ... duì miàn,"Trước mặt, đối diện",The bank is opposite the post office.,Ngân hàng nằm đối diện bưu điện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547710/Opposite_vxib5m.png
Chỉ đường,Near,pre,/nɪər/,zài ... fù jìn,Gần,There’s a café near the station.,Có một quán cà phê gần ga tàu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547708/Near_g11iwb.png
Chỉ đường,Turn right,v. phr,/tɜrn raɪt/,yòu zhuǎn,Rẽ phải,Turn right at the traffic light.,Rẽ phải ở đèn giao thông.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547721/Turn-right_jucqwz.png
Chỉ đường,Turn left,v. phr,/tɜrn lɛft/,zuǒ zhuǎn,Rẽ trái,Turn left at the next corner.,Rẽ trái ở góc kế tiếp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547719/Turn-left_qela1t.png
Chỉ đường,Junction,n,/ˈdʒʌŋkʃən/,jiāo chā kǒu,Giao lộ,Go straight until you reach the junction.,Đi thẳng cho đến khi bạn đến ngã ba.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547706/Junction_igl2kw.png
Chỉ đường,Turning,n,/ˈtɜrnɪŋ/,zhuǎn wān,Ngã rẽ,Take the first turning on the right.,Rẽ vào ngã rẽ đầu tiên bên phải.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547717/Turning_wr5xnf.png
Chỉ đường,Roundabout,n,/ˈraʊndəˌbaʊt/,huán xíng jiāo chā lù,Bùng binh,Go around the roundabout and take the second exit.,Đi vòng qua bùng binh và ra ở lối thứ hai.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547715/Roundabout_j4cxhm.png
Chỉ đường,Pavement,n,/ˈpeɪvmənt/,rén xíng dào,Vỉa hè,Walk on the pavement for your safety.,Hãy đi trên vỉa hè để an toàn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547712/Pavement_oz1hwy.png
Phòng khách sạn,Bar,n,/bɑːr/,jiǔ bā,Quầy bán rượu,We had some drinks at the hotel bar.,Chúng tôi uống vài ly ở quầy bar của khách sạn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547750/Bar_datjvy.png
Phòng khách sạn,Chef,n,/ʃɛf/,chú shī,Đầu bếp,The chef cooked a delicious meal.,Đầu bếp đã nấu một bữa ăn ngon.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547760/Chef_sme5kc.png
Phòng khách sạn,Waiter,n,/ˈweɪtər/,fú wù yuán (nán),Người hầu bàn (nam),The waiter brought our food quickly.,Người phục vụ nam mang đồ ăn ra rất nhanh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547788/Waiter_j48dk7.png
Phòng khách sạn,Waitress,n,/ˈweɪtrəs/,fú wù yuán (nǚ),Người hầu bàn (nữ),The waitress smiled and took our order.,Nữ phục vụ mỉm cười và ghi món ăn của chúng tôi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547791/Waitress_sgc1z5.png
Phòng khách sạn,Bill,n,/bɪl/,zhàng dān,Hóa đơn,"Could we have the bill, please?",Cho tôi xin hóa đơn được không?,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547752/Bill_wduxg0.png
Phòng khách sạn,Service,n,/ˈsɜːr.vɪs/,fú wù,Dịch vụ,The service at this restaurant is excellent.,Dịch vụ ở nhà hàng này rất tuyệt vời.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547779/Service_x4ju1b.png
Phòng khách sạn,Tip,n,/tɪp/,xiǎo fèi,Tiền boa,Don’t forget to leave a tip for the waiter.,Đừng quên để lại tiền tip cho người phục vụ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547786/Tip_ofuss8.png
Phòng khách sạn,Knife,n,/naɪf/,dāo,Dao,"Be careful, the knife is very sharp.","Cẩn thận nhé, con dao rất bén.",https://res.cloudinary.com/djtpwtahg/image/upload/v1759547769/Knife_anyxhv.png
Phòng khách sạn,Bowl,n,/boʊl/,wǎn,Bát,She poured soup into the bowl.,Cô ấy rót súp vào tô.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547756/Bowl_oseyhp.png
Phòng khách sạn,Teapot,n,/ˈtiːˌpɒt/,chá hú,Bình trà,The teapot is full of hot tea.,Ấm trà đầy nước trà nóng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547783/Teapot_omueom.png
Phòng khách sạn,Glass,n,/ɡlæs/,bēi zi,Ly,He filled his glass with water.,Anh ấy rót nước đầy ly của mình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547767/Glass_ipvcvp.png
Phòng khách sạn,Breakfast,n,/ˈbrɛk.fəst/,zǎo cān,Bữa ăn sáng,Breakfast is served from 7 to 9 a.m.,Bữa sáng được phục vụ từ 7 đến 9 giờ sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547758/Breakfast_gctp2c.png
Phòng khách sạn,Dinner,n,/ˈdɪn.ər/,wǎn cān,Bữa ăn tối,We had steak for dinner.,Chúng tôi ăn bít tết cho bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547765/Dinner_hujqug.png
Phòng khách sạn,Lunch,n,/lʌntʃ/,wǔ cān,Bữa ăn trưa,Lunch will be ready in 10 minutes.,Bữa trưa sẽ sẵn sàng trong 10 phút nữa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547772/Lunch_ernd8n.png
Phòng khách sạn,Booking office,n. phr,/ˈbʊkɪŋ ˈɒfɪs/,yù dìng chù,Phòng bán vé,You can make a reservation at the booking office.,Bạn có thể đặt phòng tại quầy đặt chỗ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547754/Booking-office_j6xn6n.png
Phòng khách sạn,Menu,n,/ˈmɛnjuː/,cài dān,Thực đơn,The menu includes both local and international dishes.,Thực đơn có cả món địa phương và món quốc tế.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547776/Menu_gbeid1.png
Phòng khách sạn,Starter,n,/ˈstɑːr.tər/,qián cān,Món khai vị,"For the starter, I’ll have a salad.","Cho món khai vị, tôi chọn món salad.",https://res.cloudinary.com/djtpwtahg/image/upload/v1759547781/Starter_npwrqa.png
Phòng khách sạn,Main course,n. phr,/meɪn kɔːrs/,zhǔ cài,Món chính,The main course is grilled chicken with rice.,Món chính là gà nướng ăn kèm cơm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547774/Main-course_yzb0zn.png
Phòng khách sạn,Dessert,n,/dɪˈzɜːrt/,tián diǎn,Món tráng miệng,We shared a piece of cake for dessert.,Chúng tôi cùng ăn chung một miếng bánh tráng miệng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759547763/Dessert_dxhtu9.png
Bưu điện,Advanced,adj,/ədˈvænst/,gāo jí de,Tiên tiến,The post office offers advanced mailing options.,Bưu điện cung cấp các dịch vụ gửi thư tiên tiến.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505086/Advanced_xhasfw.png
Bưu điện,Equip,v,/ɪˈkwɪp/,pèi bèi,Trang bị,They plan to equip the office with new computers.,Họ dự định trang bị cho văn phòng những máy tính mới.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505089/Equip_cttokv.png
Bưu điện,Express mail,n. phr,/ɪkˈsprɛs meɪl/,kuài dì,Thư chuyển phát nhanh,Express mail delivers your package faster.,Dịch vụ chuyển phát nhanh giao hàng của bạn nhanh hơn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505088/Express-mail_qezt6n.png
Bưu điện,Graphic,adj,/ˈɡræfɪk/,tú xiàng,Thuộc đồ họa,The poster has a nice graphic design.,Tờ áp phích có thiết kế đồ họa đẹp mắt.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505090/Graphic_djpvke.png
Bưu điện,Messenger Call Service,n. phr,/ˈmɛsɪndʒər kɔːl ˈsɜːrvɪs/,duǎn xìn zhì jiāo fú wù,Dịch vụ Điện thoại,The Messenger Call Service helps send urgent messages.,Dịch vụ gọi tin nhắn giúp gửi thông điệp khẩn cấp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505142/Messenger-Call-Service_jdsg1y.png
Bưu điện,Notify,v,/ˈnoʊtɪˌfaɪ/,tōng zhī,Thông báo,The system will notify you when the parcel arrives.,Hệ thống sẽ thông báo cho bạn khi bưu kiện đến.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505144/Notify_r19e27.png
Bưu điện,Parcel,n,/ˈpɑːrsəl/,bāo guǒ,"Bưu kiện, bưu phẩm",I need to send a parcel to my friend overseas.,Tôi cần gửi một bưu kiện cho bạn tôi ở nước ngoài.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505146/Parcel_ujcb2q.png
Bưu điện,Press,n,/prɛs/,chū bǎn shè / xīn wén jiè,Báo chí,Please press the button to get a ticket number.,Vui lòng nhấn nút để lấy số thứ tự.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505148/Press_hgepbx.png
Bưu điện,Receive,v,/rɪˈsiːv/,shōu dào,Nhận,Did you receive the letter I sent yesterday?,Bạn đã nhận được bức thư tôi gửi hôm qua chưa?,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505150/Receive_wtlk7j.png
Bưu điện,Recipient,n,rɪˈsɪpiənt/,shōu jiàn rén,Người nhận,The recipient must sign before getting the package.,Người nhận phải ký trước khi nhận bưu kiện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505152/Recipient_zggdmt.png
Bưu điện,Secure,adj,/sɪˈkjʊr/,ān quán de,"(cảm giác) yên tâm, an toàn",This website is secure and easy to use.,Trang web này an toàn và dễ sử dụng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505154/Secure_zulubm.png
Bưu điện,Service,n,/ˈsɜːrvɪs/,fú wù,Dịch vụ,The post office provides many useful services.,Bưu điện cung cấp nhiều dịch vụ hữu ích.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505156/Service_k1hwch.png
Bưu điện,Spacious,adj,/ˈspeɪʃəs/,kuān chǎng de,Rộng rãi,The new post office is clean and spacious.,Bưu điện mới sạch sẽ và rộng rãi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505159/Spacious_dbzqzm.png
Bưu điện,Speedy,adj,/ˈspiːdi/,kuài jié de,Nhanh chóng,Express delivery is a speedy way to send documents.,Giao hàng nhanh là cách gửi tài liệu nhanh chóng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505161/Speedy_evlxjs.png
Bưu điện,Staff,n,/stæf/,zhí yuán,Nhân viên,The staff here are friendly and helpful.,Nhân viên ở đây rất thân thiện và nhiệt tình.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505163/Staff_nr3zac.png
Bưu điện,Subscribe,v,/səbˈskraɪb/,dìng gòu,Đặt mua,You can subscribe to the newspaper at the counter.,Bạn có thể đăng ký báo tại quầy.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505165/Subscribe_rf8cz3.png
Bưu điện,Surface mail,n. phr,/ˈsɜːrfɪs meɪl/,lù yùn xìn jiàn,Thư gửi bằng đường bộ,Surface mail takes longer but costs less.,Thư gửi bằng đường bộ lâu hơn nhưng rẻ hơn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505167/Surface-mail_x1fyrc.png
Bưu điện,Technology,n,/tɛkˈnɒlədʒi/,jì shù,Công nghệ,Technology has improved postal services a lot.,Công nghệ đã cải thiện đáng kể các dịch vụ bưu chính.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505170/Technology_pfp5eo.png
Bưu điện,Thoughtful,adj,/ˈθɔːtfəl/,zhōu dào de,"Ân cần, chu đáo",The clerk was very thoughtful and polite.,Nhân viên rất chu đáo và lịch sự.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505172/Thoughtful_etdebq.png
Bưu điện,Transfer,v,/trænsˈfɜːr/,zhuǎn yí,Chuyển,You can transfer money at the post office.,Bạn có thể chuyển tiền tại bưu điện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505175/Transfer_ycstcf.png
Bưu điện,Transmit,v,/trænzˈmɪt/,chuán shū,Truyền,The machine can transmit data in seconds.,Máy có thể truyền dữ liệu trong vài giây.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505177/Transmit_uzo59l.png
Bưu điện,Well-trained,adj,/wɛl treɪnd/,jīng liàn de,Được đào tạo bài bản,All staff are well-trained for customer service.,Tất cả nhân viên đều được đào tạo tốt về dịch vụ khách hàng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759505182/Well-trained_kgshss.png
Ngân hàng,Staff movements,n. phr,/stæf ˈmuːvmənts/,zhí yuán biàn dòng,Luân chuyển nhân sự,The bank announced staff movements this quarter.,Ngân hàng công bố các thay đổi nhân sự trong quý này.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504113/Staff-movements_ovpqua.png
Ngân hàng,Retire,v,/rɪˈtaɪər/,tuì xiū,Nghỉ hưu,He plans to retire next year.,Ông ấy dự định nghỉ hưu vào năm sau.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504108/Retire_x7iwjf.png
Ngân hàng,Dismiss,v,/dɪsˈmɪs/,jiě gù,Sa thải,The company decided to dismiss two employees.,Công ty quyết định sa thải hai nhân viên.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504025/Dismiss_vszgnk.png
Ngân hàng,Finance,n,/ˈfaɪnæns/,jīn róng,Tài chính,She works in finance at the head office.,Cô ấy làm việc ở bộ phận tài chính tại trụ sở chính.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504035/Finance_wpkk13.png
Ngân hàng,Appointment,n,/əˈpɔɪntmənt/,rèn mìng,Sự bổ nhiệm,He received an appointment as branch manager.,Anh ấy được bổ nhiệm làm giám đốc chi nhánh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759503970/Appointment_m5cbuq.png
Ngân hàng,Multinational,adj,/ˌmʌltɪˈnæʃənəl/,kuà guó gōng sī,Đa quốc gia,It’s a leading multinational corporation.,Đây là một tập đoàn đa quốc gia hàng đầu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504076/Multinational_ylgsub.png
Ngân hàng,Investor,n,/ɪnˈvɛstər/,tóu zī zhě,Nhà đầu tư,The investor backed a fintech startup.,Nhà đầu tư đã rót vốn cho một công ty fintech.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504063/Investor_j9obws.png
Ngân hàng,Inherit,v,/ɪnˈhɛrɪt/,jì chéng,Thừa kế,She will inherit her parents’ apartment.,Cô ấy sẽ thừa kế căn hộ của cha mẹ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504043/Inherit_r9y5q1.png
Ngân hàng,Accountant,n,/əˈkaʊntənt/,kuài jì shī,Nhân viên kế toán,The accountant prepares monthly statements.,Kế toán lập các báo cáo hàng tháng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759503968/Accountant_tnqdty.png
Ngân hàng,Lend,v,/lɛnd/,jiè chū,Cho vay,Banks lend money to customers at interest.,Ngân hàng cho khách hàng vay tiền có lãi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504071/Lend_zxtxb3.png
Ngân hàng,Borrow,v,/ˈbɒroʊ/,jiè rù,"Vay, mượn",He had to borrow money for his studies.,Anh ấy phải vay tiền để học.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759503977/Borrow_cljmkl.png
Ngân hàng,Rent,v,/rɛnt/,zū jīn,Thuê,They rent an office in the city center.,Họ thuê một văn phòng ở trung tâm thành phố.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504098/Rent_hxjfi6.png
Ngân hàng,Distribution,n,/ˌdɪstrɪˈbjuːʃən/,fēn pèi,"Sự phân phối, phân phát",The firm manages product distribution nationwide.,Công ty quản lý việc phân phối sản phẩm trên toàn quốc.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504028/Distribution_gm35sk.png
Ngân hàng,Co-ordinate,v,/koʊˈɔrdəˌneɪt/,xié tiáo,"Phối hợp, sắp xếp",Departments must co-ordinate closely on this project.,Các phòng ban phải phối hợp chặt chẽ trong dự án này.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504008/Co-ordinate_delo6d.png
Ngân hàng,Purchase,v,/ˈpɜrʧəs/,gòu mǎi,Mua,She decided to purchase a new laptop.,Cô ấy quyết định mua một chiếc máy tính xách tay mới.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504096/Purchase_fywe7t.png
Ngân hàng,Stock exchange,n. phr,/stɒk ɪksˈʧeɪndʒ/,gǔ piào jiāo yì suǒ,Sàn giao dịch chứng khoán,The stock exchange opens at 9 a.m.,Sàn giao dịch chứng khoán mở cửa lúc 9 giờ sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504116/Stock-exchange_fhskit.png
Ngân hàng,Stock market,n. phr,/stɒk ˈmɑrkɪt/,gǔ shì,Thị trường chứng khoán,The stock market fell sharply today.,Thị trường chứng khoán giảm mạnh hôm nay.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504119/Stock-market_bueyza.png
Ngân hàng,Opportunity,n,/ˌɒpərˈtunɪti/,jī huì,Cơ hội,This role offers a great opportunity for growth.,Vị trí này mang lại cơ hội phát triển lớn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759504081/Opportunity_ewdotp.png
Ngân hàng,Challenge,n,/ˈʧæləndʒ/,tiǎo zhàn,Thử thách,Every challenge makes the team stronger.,Mỗi thử thách đều giúp đội ngũ mạnh hơn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759503990/Challenge_v3px5t.png
Ngân hàng,Career,n,/kəˈrɪər/,zhí yè,"Nghề nghiệp, sự nghiệp",He wants a long-term career in banking.,Anh ấy muốn theo đuổi sự nghiệp lâu dài trong ngân hàng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759503984/Career_nis9jj.png
